--- Log rolled over at 2025-11-25 18:21:36 (exceeded 102400 bytes) ---
2025-11-25 17:30:22 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:33:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:33:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:33:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:33:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:33:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:22 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:29 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:34:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:35:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:23 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:30 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:36:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:37:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:22 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:30 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:38:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:39:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:23 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:30 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:40:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:41:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:23 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:30 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:42:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:26 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:33 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:40 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:47 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:43:54 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:01 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:08 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:15 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:23 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:30 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:37 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:44 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:51 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:44:58 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:45:05 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:45:12 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:45:19 | Status: MATCH_ENDED | Players: KJ, Paralizzka | Time: 987.0s | isReplay: False | Success: True
2025-11-25 17:45:26 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 0.0s | isReplay: False | Success: True
2025-11-25 17:45:33 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 2.0s | isReplay: False | Success: True
2025-11-25 17:45:40 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 9.0s | isReplay: False | Success: True
2025-11-25 17:45:47 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 16.0s | isReplay: False | Success: True
2025-11-25 17:45:54 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:46:01 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 30.0s | isReplay: False | Success: True
2025-11-25 17:46:08 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 38.0s | isReplay: False | Success: True
2025-11-25 17:46:15 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 45.0s | isReplay: False | Success: True
2025-11-25 17:46:22 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 52.0s | isReplay: False | Success: True
2025-11-25 17:46:29 | Status: MATCH_STARTED | Players: Dzik, KJ | Time: 59.0s | isReplay: False | Success: True
2025-11-25 17:46:36 | Status: REPLAY_ENDED | Players: Dzik, KJ | Time: 62.0s | isReplay: True | Success: True
2025-11-25 17:46:44 | Status: REPLAY_ENDED | Players: Dzik, KJ | Time: 62.0s | isReplay: True | Success: True
2025-11-25 17:46:52 | Status: REPLAY_ENDED | Players: Dzik, KJ | Time: 62.0s | isReplay: True | Success: True
2025-11-25 17:46:59 | Status: MATCH_STARTED | Players: KJ, Dzik | Time: 0.0s | isReplay: False | Success: True
2025-11-25 17:47:06 | Status: MATCH_STARTED | Players: KJ, Dzik | Time: 3.0s | isReplay: False | Success: True
2025-11-25 17:47:13 | Status: MATCH_STARTED | Players: KJ, Dzik | Time: 11.0s | isReplay: False | Success: True
2025-11-25 17:47:21 | Status: MATCH_STARTED | Players: KJ, Dzik | Time: 18.0s | isReplay: False | Success: True
2025-11-25 17:47:28 | Status: MATCH_ENDED | Players: KJ, Dzik | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:47:35 | Status: MATCH_ENDED | Players: KJ, Dzik | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:47:42 | Status: MATCH_ENDED | Players: KJ, Dzik | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:47:49 | Status: MATCH_ENDED | Players: KJ, Dzik | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:47:56 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 0.0s | isReplay: False | Success: True
2025-11-25 17:48:03 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 2.0s | isReplay: False | Success: True
2025-11-25 17:48:10 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 9.0s | isReplay: False | Success: True
2025-11-25 17:48:17 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 16.0s | isReplay: False | Success: True
2025-11-25 17:48:24 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 23.0s | isReplay: False | Success: True
2025-11-25 17:48:31 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 30.0s | isReplay: False | Success: True
2025-11-25 17:48:38 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 38.0s | isReplay: False | Success: True
2025-11-25 17:48:45 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 45.0s | isReplay: False | Success: True
2025-11-25 17:48:52 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 52.0s | isReplay: False | Success: True
2025-11-25 17:48:59 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 59.0s | isReplay: False | Success: True
2025-11-25 17:49:06 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 66.0s | isReplay: False | Success: True
2025-11-25 17:49:13 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 73.0s | isReplay: False | Success: True
2025-11-25 17:49:20 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 81.0s | isReplay: False | Success: True
2025-11-25 17:49:27 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 88.0s | isReplay: False | Success: True
2025-11-25 17:49:34 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 95.0s | isReplay: False | Success: True
2025-11-25 17:49:41 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 102.0s | isReplay: False | Success: True
2025-11-25 17:49:49 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 109.0s | isReplay: False | Success: True
2025-11-25 17:49:56 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 117.0s | isReplay: False | Success: True
2025-11-25 17:50:03 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 124.0s | isReplay: False | Success: True
2025-11-25 17:50:10 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 131.0s | isReplay: False | Success: True
2025-11-25 17:50:17 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 138.0s | isReplay: False | Success: True
2025-11-25 17:50:24 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 145.0s | isReplay: False | Success: True
2025-11-25 17:50:31 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 153.0s | isReplay: False | Success: True
2025-11-25 17:50:38 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 160.0s | isReplay: False | Success: True
2025-11-25 17:50:45 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 167.0s | isReplay: False | Success: True
2025-11-25 17:50:52 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 174.0s | isReplay: False | Success: True
2025-11-25 17:50:59 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 181.0s | isReplay: False | Success: True
2025-11-25 17:51:06 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 188.0s | isReplay: False | Success: True
2025-11-25 17:51:13 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 196.0s | isReplay: False | Success: True
2025-11-25 17:51:20 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 203.0s | isReplay: False | Success: True
2025-11-25 17:51:27 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 210.0s | isReplay: False | Success: True
2025-11-25 17:51:34 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 217.0s | isReplay: False | Success: True
2025-11-25 17:51:41 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 224.0s | isReplay: False | Success: True
2025-11-25 17:51:48 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 232.0s | isReplay: False | Success: True
2025-11-25 17:51:55 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 239.0s | isReplay: False | Success: True
2025-11-25 17:52:02 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 246.0s | isReplay: False | Success: True
2025-11-25 17:52:09 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 253.0s | isReplay: False | Success: True
2025-11-25 17:52:16 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 260.0s | isReplay: False | Success: True
2025-11-25 17:52:23 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 267.0s | isReplay: False | Success: True
2025-11-25 17:52:30 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 275.0s | isReplay: False | Success: True
2025-11-25 17:52:37 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 282.0s | isReplay: False | Success: True
2025-11-25 17:52:44 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 289.0s | isReplay: False | Success: True
2025-11-25 17:52:52 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 296.0s | isReplay: False | Success: True
2025-11-25 17:52:59 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 303.0s | isReplay: False | Success: True
2025-11-25 17:53:06 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 310.0s | isReplay: False | Success: True
2025-11-25 17:53:13 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 318.0s | isReplay: False | Success: True
2025-11-25 17:53:20 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 325.0s | isReplay: False | Success: True
2025-11-25 17:53:27 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 332.0s | isReplay: False | Success: True
2025-11-25 17:53:34 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 339.0s | isReplay: False | Success: True
2025-11-25 17:53:41 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 346.0s | isReplay: False | Success: True
2025-11-25 17:53:48 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 354.0s | isReplay: False | Success: True
2025-11-25 17:53:55 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 361.0s | isReplay: False | Success: True
2025-11-25 17:54:02 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 368.0s | isReplay: False | Success: True
2025-11-25 17:54:09 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 375.0s | isReplay: False | Success: True
2025-11-25 17:54:16 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 382.0s | isReplay: False | Success: True
2025-11-25 17:54:23 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 389.0s | isReplay: False | Success: True
2025-11-25 17:54:30 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 397.0s | isReplay: False | Success: True
2025-11-25 17:54:37 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 404.0s | isReplay: False | Success: True
2025-11-25 17:54:44 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 411.0s | isReplay: False | Success: True
2025-11-25 17:54:51 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 418.0s | isReplay: False | Success: True
2025-11-25 17:54:58 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 425.0s | isReplay: False | Success: True
2025-11-25 17:55:05 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 432.0s | isReplay: False | Success: True
2025-11-25 17:55:12 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 440.0s | isReplay: False | Success: True
2025-11-25 17:55:19 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 447.0s | isReplay: False | Success: True
2025-11-25 17:55:26 | Status: MATCH_STARTED | Players: KJ, llllllllllll | Time: 454.0s | isReplay: False | Success: True
2025-11-25 17:55:33 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:55:40 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:55:47 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:55:54 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:56:01 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:56:09 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:56:16 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:56:23 | Status: MATCH_ENDED | Players: KJ, llllllllllll | Time: 455.0s | isReplay: False | Success: True
2025-11-25 17:56:30 | Status: MATCH_STARTED | Players: KJ, JaSuHonza | Time: 0.0s | isReplay: False | Success: True
2025-11-25 17:56:37 | Status: MATCH_STARTED | Players: KJ, JaSuHonza | Time: 5.0s | isReplay: False | Success: True
